annoc,time
موافقة الهيئة على طلب شركة إتحاد مصانع الأسلاك (أسلاك) زيادة رأس مالها عن طريق منح أسهم مجانية,1435/04/26    26/02/2014 15:30:19 
إعلان من هيئة السوق المالية بخصوص تعليق تداول سهم شركة وقاية للتأمين و إعادة التأمين التكافلي,1435/04/25    25/02/2014 16:03:36 
اجتماع مجلس ادارة شركة السوق المالية السعودية (تداول) ,1435/04/24    24/02/2014 11:33:28 
تـداول تعلن إضافة صكوك الشركة السعودية للكهرباء (الاصدار الرابع),1435/04/20    20/02/2014 08:22:03 
موافقة الهيئة على طلب بنك الرياض زيادة رأس ماله عن طريق منح أسهم مجانية,1435/04/20    20/02/2014 15:30:54 
موافقة الهيئة على طلب الشركة الوطنية للتنمية الزراعية (نادك) زيادة رأس مالها عن طريق منح أسهم مجانية,1435/04/19    19/02/2014 15:33:12 
(تداول) توقع اتفاقية تعاون مع بورصة ماليزيا,1435/04/19    19/02/2014 15:41:30 
إعلان من هيئة السوق المالية بشأن إدراج الشركة السعودية للتسويق,1435/04/13    13/02/2014 15:35:51 
موافقة الهيئة على طلب مصرف الراجحي زيادة رأس ماله عن طريق منح أسهم مجانية,1435/04/13    13/02/2014 15:39:06 
موافقة الهيئة على طلب مجموعة سامبا المالية زيادة رأس مالها عن طريق منح أسهم مجانية,1435/04/12    12/02/2014 15:34:34 
تـداول تعلن إضافة أسهم اكتتاب شركة أسواق المزرعة.,1435/04/10    10/02/2014 08:19:44 
موافقة الهيئة على طلب شركة الجوف للتنمية الزراعية زيادة رأس مالها عن طريق منح أسهم مجانية,1435/04/10    10/02/2014 15:33:37 
إعلان بشأن رفع تعليق تداول سهم الشركة السعودية الهندية للتأمين التعاوني (وفا للتأمين),1435/04/10    10/02/2014 10:08:23 
موافقة الهيئة على طلب البنك السعودي الفرنسي زيادة رأس ماله عن طريق مـنح أسهم مجانية,1435/04/06    06/02/2014 15:34:17 
موافقة الهيئة على طلب شركة مسقط المالية تخفيض رأس مالها,1435/04/06    06/02/2014 17:31:41 
موافقة الهيئة على طلب شركة المستشارون الخليجيون للاستشارات المالية زيادة رأس مالها,1435/04/06    06/02/2014 17:30:26 
موافقة الهيئة على طلب شركة البحر الأحمر لخدمات الإسـكان زيادة رأس مالها عن طريق منح أسهم مجانية,1435/04/06    06/02/2014 15:38:01 
موافقة الهيئة على طلب شركة مجموعة الطيار للسفر القابضة زيادة رأس مالها عن طريق منح أسهم مجانية,1435/04/06    06/02/2014 15:36:30 
فرض غرامــة مالية من هيئة السوق المالية,1435/04/05    05/02/2014 15:30:14 
فرض غرامة مالية من هيئة السوق المالية على عدد من الشركات المدرجة في السوق ,1435/04/05    05/02/2014 16:46:18 
موافقة الهيئة على طلب الشركة الأهلية للتأمين التعاوني زيادة رأس مالها عن طريق طرح أسهم حقوق أولوية,1435/04/05    05/02/2014 15:49:43 
موافقة الهيئة على طلب شركة الاسمنت العربية زيادة رأس مالها عن طريق منح أسهم مجانية,1435/04/03    03/02/2014 15:30:12 
إحصائيات التداول (تصنيف الجنسية و نوع المستثمر) - يناير 2014,1435/04/02    02/02/2014 15:40:48 
تقرير أداء السوق المالية السعودية (تداول) - يناير 2014 م,1435/03/30    31/01/2014 13:17:57 
موافقة الهيئة على طلب شركة الرياض للتعمير زيادة رأس مالها عن طريق منح أسهم مجانية,1435/03/29    30/01/2014 15:31:00 
تعديل قائمة أعمال شركة سويكورب,1435/03/27    28/01/2014 15:30:08 
موافقة الهيئة على طلب البنك العربي الوطني زيادة رأس ماله عن طريق منح أســهم مجانية,1435/03/25    26/01/2014 15:31:03 
موافقة الهيئة على طلب الشركة المتحدة الدوليـة للمواصلات زيادة رأس مالها عن طريق منح أسهم مجانية,1435/03/25    26/01/2014 15:33:15 
إعلان في شأن تعليق تداول سهم  الشركة السعودية الهندية للتأمين التعاوني (وفا للتأمين),1435/03/21    22/01/2014 10:07:48 
موافقة الهيئة على طلب شركة الدريس للخدمات البترولية و النقليات زيادة رأس مالها عن طريق منح أسهم مجانية,1435/03/20    21/01/2014 15:31:51 
ترخيص هيئة السوق المالية لشركة أشمور للاستثمار السعودية لتقديم خدمات أعمال الأوراق المالية,1435/03/13    14/01/2014 15:33:33 
موافقة الهيئة على طلب شركة بيت الاستثمار العالمي السعودية تخفيض رأس مالها,1435/03/13    14/01/2014 15:37:12 
فرض غرامة مالية على شركة مجموعة الطيار للسفر القابضة,1435/03/13    14/01/2014 15:35:39 
إعلان بشأن تحـديد فترة حـظر تعامــلات أعضـاء مجالس الإدارات و كبـار التنفيذيين,1435/03/12    13/01/2014 15:33:13 
إعلان إيضاحي من هيئة السوق المالية بشأن الشركات المتقدمة بطلب زيادة رأس مالها عن طريق طرح أسهم حقوق أولوية,1435/03/08    09/01/2014 15:33:22 
موافقة الهيئة على طلب البنك السعودي للاسـتثمار زيادة رأس ماله عن طريق منح أسهم مجانية,1435/03/08    09/01/2014 17:59:00 
إعلان إيضاحي من هيئة السوق المالية بشأن الشركات المتقدمة بطلب زيادة رأس مالها عن طريق طرح أسهم حقوق أولوية (يتبع) ,1435/03/08    09/01/2014 15:59:18 
إعلان إيضاحي من هيئة السوق المالية بشأن الشركات المتقدمة بطلب زيادة رأس مالها عن طريق طرح أسهم حقوق أولوية ,1435/03/08    09/01/2014 15:58:00 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المالية ولوائحه التنفيذية,1435/03/04    05/01/2014 15:37:08 
إعلان من هيئة السوق المالية بشأن صـدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالفين لنظام السوق المالية ولوائحه التنفيذية,1435/03/01    02/01/2014 15:35:00 
السوق المالية السعودية (تداول) - التقرير الإحصائي السنوي - 2013  م,1435/02/29    01/01/2014 09:46:02 
إحصائيات التداول (تصنيف الجنسية و نوع المستثمر) - ديسمبر 2013,1435/02/29    01/01/2014 15:57:33 
إعلان من هيئة السوق المالية بـشأن الموافقة على طرح وحدات صندوق استثماري طرحاً عاماً,1435/02/28    31/12/2013 15:33:03 
فرض غرامة مالية شركة اتحاد عذيب للاتصالات (جو),1435/02/28    31/12/2013 15:54:24 
فـرض غـرامة مالية على شركة أسـمنت المدينة,1435/02/28    31/12/2013 15:52:44 
    فـرض غـرامـة مـالـية على شـركة اتحاد اتصالات (موبايلي),1435/02/28    31/12/2013 15:49:58 
إعلان من هـيئة السوق المالية بشأن الموافقة على طرح وحدات صندوق استثماري طرحاً عاماً,1435/02/28    31/12/2013 15:45:20 
فـرض غـرامة مالية علـى شركة أسمنت تبوك,1435/02/28    31/12/2013 15:43:23 
إعلان من هيئة السوق المالية بشأن الموافقة على طرح وحدات صــندوق استثماري طرحاً عاماً,1435/02/28    31/12/2013 15:37:07 
فرض غرامة ماليـة على الشركة السـعودية للأسماك,1435/02/28    31/12/2013 15:35:01 
موافقة الهيئة على طلب البنك السعودي الهولندي زيادة رأس ماله عن طـريق منح أسهم مجانية,1435/02/27    30/12/2013 15:33:54 
السوق المالية السعودية (تـداول) تضيف سهم شركة العربي للتأمين إلى مؤشرات السوق,1435/02/26    29/12/2013 09:01:03 
السوق المالية السعودية (تداول) تعلن عن تحديث الأسهم الحرة (المتاحة للتداول) لجميع الشركات للربع الرابع 2013 م,1435/02/26    29/12/2013 09:03:07 
تعديل قائمة أعمال شركة بلوم للاستثمار السعودية,1435/02/21    24/12/2013 15:31:30 
إعلان من هيئة السوق المالية بشأن طرح أسهم الشركة السعودية للتسويق للاكتتاب العام,1435/02/21    24/12/2013 15:34:15 
إعلان من هيئة السوق المالية بشأن إدراج شركة بوان,1435/02/20    23/12/2013 15:30:57 
تـداول تعلن إضافة أسهم اكتتاب شركة بوان,1435/02/15    18/12/2013 08:27:08 
تعديل قائمة أعمال شركة بي إن بي باريبا السعودية للاستثمار,1435/02/07    10/12/2013 15:31:16 
موافقة الهيئة على طلب مجموعة الدخيل المالية خفض رأس مالها,1435/02/07    10/12/2013 15:34:29 
"فرض غرامة مالية على الشركة السعودية للتنمية الصناعية ""صدق""",1435/02/01    04/12/2013 15:30:35 
موافقة الهيئة على طلب شركة مكين كابيتال رفع  رأسمالها,1435/01/30    03/12/2013 15:31:53 
إحصائيات التداول (تصنيف الجنسية و نوع المستثمر) - نوفمبر 2013,1435/01/29    02/12/2013 10:30:01 
تقرير أداء السوق المالية السعودية (تداول) – نوفمبر 2013 م,1435/01/28    01/12/2013 09:02:28 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و احتساب نسبة التذبذب لسهم شركة جرير للتسويق على اساس سعر 164.50 ريال ,1435/01/25    28/11/2013 08:36:30 
(تداول) توقع مذكرة تفاهم مع بورصة البحرين,1435/01/24    27/11/2013 14:02:30 
إعلان من هيئة السوق المالية بشأن إدراج شركة متلايف وايه أي جي والبنك العربي الوطني للتأمين التعاوني,1435/01/22    25/11/2013 15:31:25 
السوق المالية السعودية (تداول) تعلن عن تخفيض قيمة الصفقة العادية لسهم شركة متلايف وايه أي جي والبنك العربي الوطني للتأمين التعاوني.,1435/01/22    25/11/2013 15:38:04 
(تداول) تعقد اتفاقية تعاون مع سوق أبوظبي للأوراق المالية,1435/01/18    21/11/2013 08:33:30 
إعلان بشأن موافقة مجلس الهيئة على طرح صكوك الشركة السعودية للكهرباء,1435/01/18    21/11/2013 15:36:21 
إعلان الهيئة عن موافقتها على طلب شركة أسترا الغذاء إلغاء عملية الطرح العام,1435/01/18    21/11/2013 09:10:49 
الموافقة على اندماج شركة مجموعة بخيت الاستثمارية في شركة أصول المالية، وتغيير اسم شركة أصول المالية وتعديل قائمة الأعمال المرخص لها في ممارستها,1435/01/15    18/11/2013 15:33:05 
إعلان الإجراءات والتعليمات الخاصة بالشركات المدرجة أسهمها في السوق التي بلغت خسائرها المتراكمة 50% فأكثر من رأس مالها ,1435/01/15    18/11/2013 15:39:37 
ترخيص هيئة السوق المالية لشركة النمو المالية للاستشارات المالية لتقديم خدمات أعمال الأوراق المالية,1435/01/15    18/11/2013 15:35:34 
فرض غرامة مالية على شركة الخطوط السعودية للتموين,1435/01/02    05/11/2013 15:32:59 
إعلان من هيئة السوق المالية بشأن طرح أسهم شركة بوان للاكتتاب العام,1435/01/02    05/11/2013 15:45:49 
ترخيص هيئة السوق المالية لشركة ملكيه للاستثمار لتقديم خدمات أعمال الأوراق المالية,1435/01/02    05/11/2013 15:43:03 
تعديل قائمة أعمال مجموعة الدخيل المالية,1435/01/02    05/11/2013 15:41:24 
إعلان من هيئة السوق المالية بشأن طرح أسهم شركة أسترا الغذاء للاكتتاب العام,1435/01/02    05/11/2013 15:38:47 
فرض غرامة مالية على شركة الجبس الأهلية,1435/01/02    05/11/2013 15:35:58 
إحصائيات التداول (تصنيف الجنسية و نوع المستثمر) - أكتوبر 2013,1434/12/29    03/11/2013 16:24:59 
تقرير أداء السوق المالية السعودية (تداول) – أكتوبر 2013 م,1434/12/28    02/11/2013 15:27:53 
موافقة الهيئة على طلب شركة جــرير للتسويق زيادة رأس مالها عن طريق منح أسهم مجانية,1434/12/22    27/10/2013 15:32:01 
فرض غرامة مالية على الشركة العقارية السعودية,1434/12/02    07/10/2013 15:32:46 
إعلان من هيئة السوق المـالية بشأن الموافقة على طرح وحدات صندوق استثماري طرحاً عامـاً,1434/12/02    07/10/2013 15:48:06 
ترخيص هيئة السوق المالية لشركة مشاركة المالية لتقديم خدمات أعمال الأوراق المالية,1434/12/02    07/10/2013 15:45:21 
إعلان بشأن موافقة الهيئة على زيادة رأس مال مجموعة صافولا,1434/12/02    07/10/2013 15:43:27 
"فرض غرامة مالية على الشركة الوطنية للتنمية الزراعية ""نادك""",1434/12/02    07/10/2013 15:40:21 
"فرض غرامة مالية على شركة المشروعات السياحية ""شمس""",1434/12/02    07/10/2013 15:38:39 
فرض غرامة مالية على الشركة السعودية للفنادق والمناطق السياحية,1434/12/02    07/10/2013 15:37:02 
فرض غرامة مالية على شركة رابغ للتكرير والبتروكيماويات,1434/12/02    07/10/2013 15:34:40 
إجازة عيد الأضحى المبارك للـسوق المالية السعودية (تداول),1434/11/27    03/10/2013 15:33:42 
إعلان بشأن تحـديد فترة حـظر تعامـلات أعضـاء مجالس الإدارات و كبـار التنفيذيين,1434/11/26    02/10/2013 15:32:30 
إحصائيات التداول (تصنيف الجنسية و نوع المستثمر) - سبتمبر 2013,1434/11/25    01/10/2013 15:52:27 
تقرير أداء السوق المالية السعودية (تداول) - التسعة أشهر الأولى 2013 م,1434/11/25    01/10/2013 09:23:34 
تـداول تعلن إضافة أسهم اكتتاب حقوق الأولوية لشركة الشرق الأوسط للكابلات المتخصصة (مسك)في المحافظ الاستثمارية,1434/11/24    30/09/2013 08:44:04 
السوق المالية السعودية (تداول) تعلن عن تحديث الأسهم الحرة (المتاحة للتداول) لجميع الشركات للربع الثالث 2013 م,1434/11/23    29/09/2013 08:54:55 
السوق المالية السعودية (تـداول) تضيف سهم شركة الجزيرة تكافل تعاوني إلى مؤشرات السوق,1434/11/23    29/09/2013 08:57:06 
السوق المالية السعودية(تداول) تبرم اتفاقية مع ناسداك أومكس,1434/11/19    25/09/2013 14:18:38 
إجازة اليـوم الوطني للسـوق المالية السعودية (تداول),1434/11/10    16/09/2013 17:29:14 
اختتام ملتقى تحول الشركات العائلية إلى مساهمة بالمنطقة الشرقية – 2013,1434/11/09    15/09/2013 16:47:45 
السوق المالية السعودية (تداول) تعلن عن آخر يوم لمرحلة الاكتتاب الاولى و لتداول حقوق الاولوية لشركة الشرق الأوسط للكابلات المتخصصة,1434/11/06    12/09/2013 08:39:28 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و احتساب نسبة التذبذب لسهم شركة المراعي على اساس سعر  54.75 ريال ,1434/11/04    10/09/2013 09:05:10 
مجلس الهيئة يصدر لائحة اللجنة الاستشارية للهيئة,1434/11/02    08/09/2013 15:50:33 
السوق المالية السعودية (تداول) تعلن عن أهمية الاطلاع على النشرات التوعوية الخاصة بحقوق الاولوية المتداولة و تنوه عن الحدود السعرية لحقوق الاولوية المتداولة ,1434/10/29    05/09/2013 09:23:11 
السوق المالية السعودية (تداول) تعلن عن بدء مرحلة الاكتتاب الاولى و فترة تداول حقوق الأولوية لشركة الشرق الأوسط للكابلات المتخصصة,1434/10/27    03/09/2013 09:08:42 
تداول تعقد ملتقى تحول الشركات العائلية إلى مساهمة – 2013 ,1434/10/27    03/09/2013 09:30:06 
فرض غرامة مالية على شركة التعدين العربية السعودية (معادن),1434/10/26    02/09/2013 15:33:47 
تقرير أداء السوق المالية السعودية (تداول) - أغسطس 2013 م,1434/10/25    01/09/2013 09:25:50 
إحصائيات التداول (تصنيف الجنسية و نوع المستثمر) - أغسطس 2013,1434/10/25    01/09/2013 15:45:55 
تعلن السوق المالية السعودية (تداول) انه سيتم احتساب نسبة التذبذب لسهم شركة الشرق الأوسط للكابلات المتخصصة على أساس سعر 14.80 ريال,1434/10/21    28/08/2013 08:52:33 
السوق المالية السعودية (تداول) تعلن عن ايداع حقوق الاولوية في محافظ المساهمين المقيدين في شركة الشرق الأوسط للكابلات المتخصصة (مسك).,1434/10/21    28/08/2013 09:15:55 
ترخيص هيئة السوق المالية لشركة إثمار السعودية للاستشارات المالية لتقديم خدمات أعمال الأوراق المالية,1434/10/13    20/08/2013 15:54:42 
تعديل قائمة أعمال شركة دراية المالية ,1434/10/13    20/08/2013 15:58:37 
تعديل قائمة أعمال مجموعة بخيت الاستثمارية ,1434/10/13    20/08/2013 15:56:49 
"""تداول"" تطلق إصدارها الجديد من  تطبيق أجهزة الآيباد والآيفون",1434/10/08    15/08/2013 15:33:02 
تقرير أداء السوق المالية السعودية (تداول) - يوليو 2013 م,1434/09/24    01/08/2013 13:36:53 
عادل بن صالح الغامدي مديرا تنفيذيا للسوق المالية السعودية (تداول),1434/09/24    01/08/2013 11:06:00 
الآلية الجديدة لحقوق الأولوية المتداولة,1434/09/24    01/08/2013 21:52:39 
إحصائيات التداول (تصنيف الجنسية و نوع المستثمر) - يوليو 2013,1434/09/24    01/08/2013 21:34:46 
فرض غرامة مالية من هيئة السوق المالية,1434/09/21    29/07/2013 15:31:08 
فرض غرامة مالية من هيئة السـوق المالية,1434/09/21    29/07/2013 15:41:57 
إجازة عيد الفطر المبارك للـسوق المالية السعودية (تداول),1434/09/21    29/07/2013 15:52:01 
فرض غرامـة مالية من هيئة السـوق المالية,1434/09/21    29/07/2013 15:44:43 
فرض غرامة مالية من هيئة الســـوق المـالية,1434/09/21    29/07/2013 15:38:48 
فرض غرامة مــالية من هيئة السوق المالية,1434/09/21    29/07/2013 15:35:17 
إعلان بشأن تحــديد فترة حـظر تعامـلات أعـضـاء مجالس الإدارات و كبـار التنفيذيين,1434/09/13    21/07/2013 15:33:26 
تـداول تعلن إضافة أسهم المنحة المجانية لشركة فواز عبدالعزيز الحكير وشركاه في المحافظ الاستثمارية,1434/09/10    18/07/2013 10:10:36 
السوق المالية السعودية (تداول) تعلن عن تعديل سعر سهم شركة فواز عبدالعزيز الحكير وشركاه,1434/09/09    17/07/2013 10:11:51 
إعلان من هيئة السوق المالية بشأن إدراج شركة الجزيرة تكافل تعاوني,1434/09/09    17/07/2013 16:13:14 
فـرض غـرامـة مـالـية مـن هيئة السوق المالية,1434/08/29    08/07/2013 15:37:45 
فـرض غـرامـة مـالـية من هيئة السوق المالية,1434/08/29    08/07/2013 15:35:17 
السوق المالية السعودية (تداول) تعلن عن أوقات التداول خـلال شهر رمضـــان المبارك,1434/08/29    08/07/2013 15:32:34 
فـرض غـرامـة مـالـية من هـيئة السوق المالية,1434/08/29    08/07/2013 15:41:46 
فـرض غرامـة مـالـية من هيئة السوق المالية,1434/08/29    08/07/2013 15:39:37 
السوق المالية السعودية (تداول) تعلن عن تحديث الأسهم الحرة (المتاحة للتداول) لجميع الشركات للربع الثاني 2013 م,1434/08/28    07/07/2013 09:36:05 
السوق المالية السعودية ( تداول ) تعلن عن صيانة المؤشرات للربع الثاني 2013 م ,1434/08/28    07/07/2013 09:37:44 
تقرير أداء السوق المالية السعودية (تداول) – النصف الأول 2013 م,1434/08/22    01/07/2013 09:05:06 
إحصائيات التداول (تصنيف الجنسية و نوع المستثمر) - يونيو 2013,1434/08/22    01/07/2013 18:34:59 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و تعديل سعر سهم الشركة المتحدة للتأمين التعاوني,1434/08/21    30/06/2013 08:44:16 
إعلان في شأن تعليق تداول سهم شركة الباحة للاستثمار والتنمية  ,1434/08/21    30/06/2013 09:30:47 
موافقة الهيئة على طلب شركة الشرق الأوسط للكابلات المتخصصة زيادة رأس مالها عن طريق طرح أسهم حقوق أولوية.,1434/08/16    25/06/2013 15:35:16 
موافقة الهيئة على طلب شركة المراعي زيادة رأس مـالها عن طريق منح أسهم مجانية,1434/08/16    25/06/2013 15:38:51 
السوق المالية السعودية (تداول) تعلن عن تغير أيام التداول الرسمية وعطلة نهاية الاسبوع ,1434/08/15    24/06/2013 09:34:56 
فـرض غـرامـة مـالـية من هيئة السوق المالية,1434/08/09    18/06/2013 15:35:27 
فرض غـرامة مـالية من هـيئة السـوق المـالية,1434/08/09    18/06/2013 15:39:54 
تـداول تعلن إضافة أسهم اكتتاب شركة المجموعة الأمريكية الدولية والبنك العربي الوطني للتأمين التعاوني ,1434/08/06    15/06/2013 08:44:45 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المالية ولوائحه التنفيذية:,1434/08/01    10/06/2013 15:36:20 
موافقة الهيئة على طلب شركة بلوم للاستثمار السعودية  رفع رأس مالها,1434/07/30    09/06/2013 15:36:49 
إعلان من هيئة السوق المالية بشأن الموافقة على طـرح وحـدات صندوق استثماري طرحاً عاماً,1434/07/30    09/06/2013 15:40:16 
إعلان من هيئة السوق المالية بشأن الموافقة على طرح وحدات صـندوق اسـتثماري طرحاً عاماً,1434/07/30    09/06/2013 15:38:28 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و تعديل سعر سهم شركة الاتحاد التجاري للتأمين التعاوني,1434/07/29    08/06/2013 09:06:53 
"السوق المالية السعودية (تداول) تعلن عن نجاح إطلاق نظام الإفصاح الإلكتروني "" إفصاح """,1434/07/29    08/06/2013 15:47:47 
إعلان بشأن صدور قرار جزائي قطعي من لجنة الفصل في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المالية ولوائحه التنفيذية:,1434/07/25    04/06/2013 15:30:26 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و تعديل سعر سهم شركة المتوسط والخليج للتأمين وإعادة التأمين التعاوني,1434/07/24    03/06/2013 08:29:46 
تـداول تعلن إضافة أسهم اكتتاب شركة الجزيرة تكافل تعاوني (جزيرة تكافل).,1434/07/22    01/06/2013 08:32:20 
إحصائيات التداول (تصنيف الجنسية و نوع المستثمر) - مايو 2013,1434/07/22    01/06/2013 15:55:00 
تقرير أداء السوق المالية السعودية (تداول) - مايو 2013 م,1434/07/20    30/05/2013 14:18:00 
فرض  غرامة مالية من هيئة السوق المالية,1434/07/16    26/05/2013 15:30:52 
فرض  غرامة  مالية  من  هيئة  السوق  المالية,1434/07/16    26/05/2013 16:18:00 
فرض غرامة مالية من هيئة  السوق المالية:,1434/07/16    26/05/2013 15:40:11 
فرض غرامة مالية من  هيئة السوق المالية:  ,1434/07/16    26/05/2013 15:38:34 
"السوق المالية السعودية (تداول) تعلن عن الإطلاق التجريبي لنظام الإفصاح الإلكتروني "" إفصاح """,1434/07/12    22/05/2013 15:35:26 
مجلس الوزراء يوافق على تعيينات جديدة في مجلس إدارة تداول ,1434/07/11    21/05/2013 09:31:14 
موافقة الهيئة على طلب شركة فواز الحكير وشركاه زيادة رأس مالها عن طريق منح أسهم مجانية,1434/07/02    12/05/2013 15:35:41 
إعلان عن نشر مشروع الإجراءات والتعليمات الخاصة بالشركات المدرجة أسهمها في السوق التي بلغت خسائرها المتراكمة 50% فأكثر من رأس مالها لاستطلاع الآراء بشأنه,1434/07/02    12/05/2013 15:47:55 
إعلان من هيئة السوق المالية في شأن تغيير نسبة التذبذب لأسهم الشركات المدرجة في السوق المالية السعودية خلال اليوم الأول من تداولها ,1434/07/02    12/05/2013 15:39:25 
السوق المالية السعودية (تداول) تستطلع آراء العموم حول تغيير طريقة احتساب سعر الإغلاق,1434/07/02    12/05/2013 19:25:51 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و تعديل سعر سهم شركة الصقر للتأمين التعاوني,1434/06/27    07/05/2013 08:25:28 
إعلان من هيئة السوق المالية في شأن الشركة السعودية للاتصالات المتكاملة,1434/06/27    07/05/2013 09:06:21 
تقرير أداء السوق المالية السعودية (تداول) - أبريل 2013 م,1434/06/21    01/05/2013 10:14:24 
إعلان بشأن صدور قرار جزائي قطعي من لجنة الفـصل في منازعات الأوراق المالية بإدانة مخالفين لنظام السوق المالية ولوائحه التنفيذية,1434/06/21    01/05/2013 15:34:05 
إحصائيات التداول (تصنيف الجنسية و نوع المستثمر) - أبريل 2013,1434/06/21    01/05/2013 11:03:12 
فرض غـرامـة مالية من هيئة السوق المالية,1434/06/20    30/04/2013 15:41:54 
فـرض غـرامـة مـالـية من هيئة السوق الـمالية,1434/06/20    30/04/2013 15:40:14 
فـرض غـرامة مالية من هيئة السوق المـالية,1434/06/20    30/04/2013 15:38:47 
إعلان من هيئة السوق المالية بشأن الموافقة على طرح وحـدات صندوق استثماري طرحاً عـاماً,1434/06/20    30/04/2013 15:35:37 
إعلان من هيئة السوق المالية بشأن الموافقة على طرح وحدات صـندوق استثماري طرحاً عاماً,1434/06/20    30/04/2013 15:34:16 
إعلان من هيئة السوق المالية بشأن الموافقة على طرح وحدات صندوق اسـتثماري طرحاً عاماً,1434/06/20    30/04/2013 15:33:05 
موافقة الهيئة على طلب الشركة المتحدة للتأمين التعاوني زيادة رأس مالها عن طريق منح أسهم مجانية,1434/06/20    30/04/2013 15:32:05 
فرض غـرامة مالية مـن هـيئة الـسوق المالية,1434/06/20    30/04/2013 15:43:16 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و تعديل سعر سهم شركة التعاونية للتأمين,1434/06/13    23/04/2013 09:07:34 
إعلان بشأن تحــديد فترة حـظر تعامـلات أعضـاء مجالس الإدارات و كبـار التنفيذيين,1434/06/12    22/04/2013 15:33:25 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و تعديل سعر سهم شركة هرفي للخدمات الغذائية,1434/06/11    21/04/2013 08:51:44 
إعلان من هيئة السوق المالية بشأن إدراج الإصدار الأول من صكوك شركة صدارة للخدمات الأساسية,1434/06/11    21/04/2013 16:36:52 
تداول تختتم ورش عمل علاقات المستثمرين للعام الثاني,1434/06/10    20/04/2013 08:52:30 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و تعديل سعر سهم الشركة المتحدة الدولية للمواصلات,1434/06/10    20/04/2013 08:48:39 
تـداول تعلن إضافة صكوك شركة صدارة للخدمات الاساسية (صدارة).,1434/06/10    20/04/2013 09:15:32 
موافقة الهيئة على طلب شركة الاتحاد التجاري للتأمين التعاوني زيادة رأس مالها عن طريق منح أسهم مجانية,1434/06/06    16/04/2013 15:34:08 
إعلان من هيئة الـسوق المالية,1434/06/06    16/04/2013 18:05:39 
السوق المالية السعودية (تداول) تعلن عن ايقاف تداول و إلغاء الادراج لصكوك الشركة السعودية للصناعات الأساسية الإصدار الثالث,1434/06/05    15/04/2013 08:33:26 
إعلان من هيئة السوق المالية بشأن طرح أسهم شركة المجموعة الأمريكية الدولية والبنك العربي الوطني للتأمين التعاوني للاكتتاب العام. ,1434/06/04    14/04/2013 15:30:09 
فرض غرامة مالية من  هيئة السوق المالية:,1434/06/04    14/04/2013 15:35:49 
فرض غرامة مالية من هيئة السوق المالية:,1434/06/04    14/04/2013 15:34:46 
"موافقة الهيئة على طلب شركة المتوسط والخليج للتأمين وإعادة التأمين التعاوني ""ميدغلف""  زيادة رأس مالها عن طريق منح أسهم مجانية",1434/06/04    14/04/2013 15:33:29 
موافقة الهيئة على طلب شركة مجموعة أنعام الدولية القابضة زيادة رأس مالها عن طريق منح أسهم مجانية,1434/06/04    14/04/2013 15:32:34 
إعلان من هيئة السوق المالية بشأن طرح أسهم شركة الجزيرة تكافل تعاوني للاكتتاب العام. ,1434/06/04    14/04/2013 15:30:56 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و تعديل سعر سهم شركة الخليج للتدريب و التعليم,1434/06/03    13/04/2013 08:19:48 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و تعديل سعر سهم شركة إتحاد مصانع الأسلاك,1434/06/03    13/04/2013 08:21:04 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و تعديل سعر سهم بنك البلاد,1434/05/29    10/04/2013 08:52:55 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و تعديل سعر سهم شركة تكوين المتطورة للصناعات,1434/05/28    09/04/2013 08:42:10 
إعلان تعليق تداول سهم شركة الباحة للاستثمار والتنمية,1434/05/25    06/04/2013 10:34:07 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و تعديل سعر سهم مجموعة الطيار للسفر,1434/05/22    03/04/2013 09:01:22 
إعــلان مـن هـيـئة السوق الـمالية,1434/05/22    03/04/2013 09:59:26 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و تعديل سعر سهم شركة مجموعة السريع التجارية الصناعية,1434/05/21    02/04/2013 08:47:49 
